"c_host_response_id","c_host_id","c_vaccine_id","c_immune_response","c_pathogen_id","c_host_strain","c_vaccination_protocol","c_route","c_persistence","c_protection_efficacy","c_side_effects","c_challenge_protocol","c_description","c_curation_flag","c_deleted","c_immune_response_assay_type","c_immune_response_type","c_immune_response_type2","c_age","c_gender","c_cellType"
2520,3,4315,"",212,"","Mice were lightly anesthetized with pentobarbital sodium (4 Î¼g/kg weight), and a dosage of 1 Ã— 108 viral particles (in 5 Î¼l) of HDAd-sFsyn or HDAd-EGFP was delivered with a micropipette applied against the ventral side of the tongue and directed toward the floor of the mouth on weeks 0 and 4 (Fu et al., 2014).",,"","","","Three weeks after the final immunization, the mice were challenged intranasally with 50 Î¼l of subgroup A RSV Long strain (5 Ã— 106 PFU/ml) (Fu et al., 2014).","",0,0,,"",,,,
2521,3,5991,"The vaccine strain expressing a1-giardin elicited high levels of specific IgG in the serum, indicating that the vaccine was strongly immunogenic in vivo. It also simulated strong antibody responses to the Salmonella antigens. It also elicited IgA responses to a-enolase.[Ref5605:Jenikova et al., 2011]",266,BALB/c,"Female BALB.c mice were fasted for 3h and given 109 CFU of the Salmonella vaccine strain or vector control by oral gavage in 200 ul of a buffer. Immune boosting was performed by 10ug of cholera toxin with live vaccine vectors in both immunizations or sublingual administration of 15 ug purified recombinant antigen followed immediately by oral gavage of live vaccine vector. A second immunization was given two weeks later. Six weeks after the second immunization, mice were infected with G.lamblia trophozoites by oral gavage. [Ref5605:Jenikova et al., 2011]",,"","","","Mice were immunized orally twice two weeks apart and were challenged orally six weeks later with G.lamblia GS/M trophozoites. Four days after infection, trophozoite numbers in the small intestine were determined. The a-enolase vaccine had no significant protective effect under the same conditions. [Ref5605:Jenikova et al., 2011]","",10,0,,"",,"8 weeks",Female,
2522,4,5994,"",212,"","Animals were immunized intranasally (i.n.) and/or intramuscularly (i.m.) with Ad5.RSV-F [Ref5617:Kim et al., 2014]",,"","[Ref5617:Kim et al., 2014]The vaccine provided protective immunity against RSV challenge without enhanced lung disease in the rats","","[Ref5617:Kim et al., 2014]Post vaccination, animals were subsequently challenged with RSV/A/Tracy (i.n.)","",10,0,,"",,,,
2523,2,5995,"",212,"","[Ref5619:McFarland et al., 2020]Eligible children were RSV seronegative at screening, defined as having a complement-enhanced serum RSV 60% plaque reduction neutralizing titer. Respiratory syncytial virus-seronegative children ages 6â€“24 months received 1 intranasal dose of 105 plaque-forming units (PFU) of LID/Î”M2-2/1030s (n = 21) or placebo (n = 11). The RSV serum antibodies, vaccine shedding, and reactogenicity were assessed. During the following RSV season, medically attended acute respiratory illness (MAARI) and pre- and postsurveillance serum antibody titers were monitored.",,"","[Ref5619:McFarland et al., 2020]Eighty-five percent of vaccinees shed LID/Î”M2-2/1030s vaccine (median peak nasal wash titers: 3.1 log10 PFU/mL by immunoplaque assay; 5.1 log10 copies/mL by reverse-transcription quantitative polymerase chain reaction) and had â‰¥4-fold rise in serum-neutralizing antibodies. Respiratory symptoms and fever were common (60% vaccinees and 27% placebo recipients). One vaccinee had grade 2 wheezing with rhinovirus but without concurrent LID/Î”M2-2/1030s shedding. Five of 19 vaccinees had â‰¥4-fold increases in antibody titers postsurveillance without RSV-MAARI, indicating anamnestic responses without significant illness after infection with community-acquired RSV.","","[Ref5619:McFarland et al., 2020]The small sample size precludes firm estimates of rates of vaccine-associated events, infectivity, immunogenicity, and viral replication.","The vaccine, LID/Î”M2-2/1030s, is a cDNA-derived version of RSV subgroup A, strain A2. The results showed that the LID/âˆ†M2-2/1030s is a very attractive candidate for further development as a live attenuated in trans Al pediatric RSV vaccine.",10,0,,"",,"[Ref5613:Endt et al., 2022]Children 6-24 months",,
2524,3,5985,"",212,"","[Ref5613:Endt et al., 2022]IgA deficient mice at the age of 12 to 24 weeks, CD8 deficient mice the insertion sites of the MVA - BN genome recombine with their corresponding sequences within the viral genome and target the trans genes into the respective integration site of MVA - BN. Mice were administered intranasally (IN) with 100 Î¼l of the MVA-RSV vaccine at 1 Ã— 108 TCID50 per dose at Days 0 and 21. IN challenge was performed with 100 Î¼l of RSV-A2 at 1 Ã— 106 pfu at Day 35 (9, 15). Control animals received TRIS-buffered saline, pH 7.7. For IN applications, mice were anesthetized with a mixture of Fentanyl, Midazolam, and Medetomidine and anesthesia was antagonized with a mixture of Naloxone, Flumazenil, and Atipamezole. After challenge, animals were monitored daily, and body weight was measured. Animals were sacrificed 4 days post challenge.",,"","[Ref5613:Endt et al., 2022]  MSV - RSV induced both broad T cell responses against all encoded RSV antigens and humoral responses against RSV A and RSV B. These results suggest that MVA - RSV may activate various adaptive immune responses against RSV that could contribute to different pathways of protection.","","","[Ref5613:Endt et al., 2022]After vaccination with MVA-RSV, clearance of RSV from murine lungs was only complete in the presence of RSV-specific antibodies, including mucosal IgA, as well as CD4 and CD8 T cells. MVA-RSV induces immune parameters from all arms of the adaptive immune system, which together warrant sterilizing protection against RSV exposure.",10,0,,"",,"mice were between 12- 24 weeks[Ref5613:Endt et al., 2022]",,
2525,55,5996,"",212,"","[Ref5620:Schmidt et al., 2001] Vaccines were inoculated intranasally with 106 50% tissue culture infectious doses (TCID50) of rB/HPIV3-G1, rB/HPIV3-F1, rB/HPIV3, HPIV3 JS wt, or BPIV3 Ka wt. One group received both rB/HPIV3-G1 and rB/HPIV3-F1",,"","Immunization of hamsters with rB/HPIV3-F1 or combined with rB/HPIV3-G1 combination of both viruses resulted in a high level of resistance to challenge with RSV or HPIV3 28 days later. [Ref5620:Schmidt et al., 2001]","","[Ref5620:Schmidt et al., 2001]On day 28 postinoculation, hamsters (six animals per group) were challenged intranasally with 10^6 TCID50 of HPIV3 JS or 10^6 PFU of RSV.","",0,0,,"",,,,
2526,55,5997,"",212,"","",,"","","","On day 28 postinoculation, hamsters (six animals per group) were challenged intranasally with 10^6 TCID50 of HPIV3 JS or 10^6 PFU of RSV[Ref5620:Schmidt et al., 2001]","",0,0,,"",,,,
2527,16,5998,"",212,"","The hamsters were inoculated intranasally with 0.1 ml containing 10^6 TCID50 of rB/HPIV3-RSV F virus or with 10*6 PFU of wt RSV (A2 strain) [Ref5618:Liang et al., 2014] .",,"","Each rB/HPIV3 vector induced a high titer of neutralizing antibodies in hamsters against RSV and HPIV3. Protection against RSV challenge was greater for position 2 than for position 6. Evaluation of insert stability suggested that RSV F is under selective pressure to be silenced during vector replication in vivo, but this was not exacerbated by a high level of RSV F expression and generally involved a small percentage of recovered vector [Ref5618:Liang et al., 2014]","","Challenge was performed by intranasal infection with 106 PFU of RSV in 0.1 ml at 31 days after immunization[Ref5618:Liang et al., 2014]","",10,0,,"",,,,
2528,16,5999,"",212,"","Hamsters were infected intranasally with 1Ã—106 â€…p.f.u. r-bPIV3, bPIV3/RSV(I), RSV or placebo (Opti-MEM) in a 0Â·1â€…ml volume[Ref5615:Haller et al., 2003]",,"","The recombinant virus expressed the RSV G and F proteins sufficiently to evoke a protective immune response in hamsters upon challenge with RSV or human PIV3 and to elicit RSV neutralizing and PIV3 haemagglutinin inhibition serum antibodies. In effect, a bivalent vaccine was produced that could protect vaccinees from RSV as well as PIV3[Ref5615:Haller et al., 2003]","","Animals were inoculated on day 21 intranasally with 1Ã—106â€…p.f.u. of hPIV3 or RSV. [Ref5615:Haller et al., 2003]","",10,0,,"",,,,
2529,16,6000,"",212,"","The hamsters were vaccinated intranasally with 106 PFU of b/h PIV3, b/h PIV3/RSV, RSV A2, b/h PIV3/hMPV, hMPV/NL/1/00, or placebo medium in a 100-Î¼l volume, [Ref5621:Tang et al., 2003]",,"","Animals immunized with b/h PIV3/RSV were protected completely from hPIV3 and RSV infection. [Ref5621:Tang et al., 2003]","","Animals were challenged intranasally with 106 PFU of RSV or hPIV3 per animal on day 28 postvaccination. [Ref5621:Tang et al., 2003]","",10,0,,"",,,,
2530,3,6001,"",212,"","Mice were immunized on day 0. In studies that included a boost, mice were boosted at week 4[Ref5616:Johnson et al., 2013]",,"","[Ref5616:Johnson et al., 2013] A single high dose of the Gstem-RSV-F replicon was effective against challenge with both RSV A and B subgroup viruses. Finally, addition of an RSV glycoprotein (G)-expressing Gstem vector significantly improved the incomplete protection achieved with a single low dose of Gstem-RSV-F vector alone","","RSV challenge virus was administered by the nasal route 4 weeks after the last immunization dose[Ref5616:Johnson et al., 2013]","",10,0,,"",,,,
2531,3,6001,"",212,"","",,"","","","","",0,0,,"",,,,
2532,3,6003,"Humoral: Anti-P2 antibody response was detected four weeks after primary dose injection and two weeks after the first booster dose injection. The response was further enhanced after the injection of the third dose. The anti-CpP2 antibody response was not observed in the control. Poor responses to the recombinant plasmid in wildtype mice were observed. Only IgG1 response was induced. IgG2a and IgA responses were not observed. [Ref5625:Benitez et al., 2011]
Cellular: Stimulation of splenocyte cultures from immunized mice with different concentrations of rCpP2 protein resulted in a dose-dependent proliferative response. Increased levels of IFN-Î³ were observed in splenocyte cultures from immunized mice compared with both groups of controls (P<0.05). [Ref5625:Benitez et al., 2011]",123,"C57BL/6 interleukin-12p40 (IL-12p40) knockout (KO) mice [Ref5625:Benitez et al., 2011]","Mice (10 per group) were injected with 100 Î¼g plasmid pUMVC4b-CpP2 in TBE on days 0, 14, and 29. After primary immunization, mice in prime-boost regime were immunized with 3 Î¼g of rP2 in Hunterâ€™s TiterMax:PBS on days 43 and 57. The control group mice were injected with the empty pUMVC4b vector. [Ref5625:Benitez et al., 2011]",,"","","","The different treatment groups were challenged with a dose of 1 Ã— 10^3 C. parvum oocysts by oral gavage 2 weeks after the last immunization. [Ref5625:Benitez et al., 2011]","",10,0,,"",,"Six-to-eight week-old [Ref5625:Benitez et al., 2011]","female [Ref5625:Benitez et al., 2011]",
2533,3,5993,"Intestinal lavage fluids were collected from vaccinated mice 7 weeks post-vaccination. Intestinal total IgA amounts were significantly increased in mice vaccinated with SL7207/-Î±1-giardin or pVAX1-CWP2 or both vaccines compared with those inoculated only with vector or PBS. The antigen-specific IgA levels were significantly higher in the intestinal mucos of mice immunized with a1-giardin, CWP2, and the a1-giardin+CWP2 vaccine. [Ref5626:Feng et al., 2016]",266,BALB/c,"After one week quarantine, the mice were divided into five groups with 30 animals each. Each group of mice was inoculated orally with 1Ã—105 bacteria of Î±1-giardin, CWP2-S, both Î±1-giardin and CWP2-S (each 1Ã—105), SL7207/pVAX1 or PBS control in a total volume of 100 Î¼l, respectively. All mice were fasted and only fed with water containing 1% sodium bicarbonate to neutralize stomach acidity overnight before inoculation. Mice were boosted with the same dose of bacteria 8 days after the first inoculation. Seven weeks after the boost, 10 mice from each group were euthanized by CO2 inhalation plus cervical dislocation to obtain blood samples, intestinal lavage fluid (ILF) and mesentery lymph nodes for immunological tests as described below.[Ref5626:Feng et al., 2016]",,"","Compared to mice administrated with PBS alone, mice vaccinated with SL7207/pVAX1-Î±1-giardin obtained 74.2% trophozoite reduction in intestines 4 days post challenge and 28% reduction in the average cyst output in the feces during the two weeks post challenge with both statistical significance (p<0.01). Mice vaccinated with SL7207/pVAX1-CWP2 acquired only 10% reduction of trophozoites (p>0.05 compared to PBS group), however produced significant reduction of cyst shedding in the feces compared to PBS control (89%, p<0.01). When mice were co-vaccinated with SL7207/pVAX1-Î±1-giardin and SL7207/pVAX1-CWP2, a total of 79% reduction of trophozoite load in intestines and 93% reduction of cyst shedding in feces were obtained compared to the PBS control group with statistical significance (p<0.01)[Ref5626:Feng et al., 2016]","","The left 20 mice from each group were orally challenged with 1Ã—105 trophozoites of G. lamblia C2 isolate in 100 Î¼l TYI-S-33 medium. Four days after infection, ten mice from each group were sacrificed. The small intestine was removed and opened in 10 ml of ice-cold PBS for 10 min, and washed vigorously with 50 ml ice-cold PBS to detach trophozoites. The washed liquid was centrifuged at 800Ã—g for 10 min and the pellets were suspended in 1 ml PBS. The Giardia trophozoites were counted under a phase-contrast microscope. Other ten infected mice from each group were maintained for collecting feces daily for consecutive 2 weeks. [Ref5626:Feng et al., 2016]","",10,0,,"",,"6-8 weeks",Female,
2534,3,6004,"ELISA-based analysis of intestinal IgA revealed that all mice had produced local anti-VSPH7 antibodies upon exposure to the respective antigen via G. lamblia infection or Salmonella/VSPH7 immunization.[Ref5628:StÃ¤ger et al., 1997]",266,ZU.ICR,"Live-attenuated S. typhimuium ZU.ICR mice from litters were infected post partum by intragastric inoculation of 50 000 G. lamblia trophozoites (GS/M-83-H7). Control animals were inoculated with the same volume of PBS. G. lamblia infected and non-infected offspring (baby) mice from different litters as well as respective mothers were sacrificed on day 32.[Ref5628:StÃ¤ger et al., 1997]",,"","","","","",10,0,Enzyme-linked immunosorbent assay (ELISA),"",,"8 week old",Female,
2535,3,6005,"PBS-treated mice do not tolerate a challenge with 900 Tulahuen T. cruzi parasites if MDSCs are depleted by 5FU treatment at day 15 p.i. In contrast, a proportion of TSf-ISPA-immunized and infected mice tolerated and survived infection allowing the in vivo study of the influence of MDSCs on several components of the effector and regulatory immune response during the acute phase of T. cruzi infection. TSf-ISPA immunization causes a slight but significant increase of CD11b+ GR-1+ splenocytes, here we also targeted those cells at the stage of immunization, prior to T. cruzi challenge. Notably, 5FU administration before each dose of TSf-ISPA vaccine was able to significantly ameliorate survival and decrease parasitemia levels of TSf-ISPA-vaccinated and infected mice.[Ref5629:Gamba et al., 2021]",118,BALB/c,"BALB/ mice were immunized with three subcutaneous doses, one every two weeks, containing 10ug of a fraction of the trans-sialidase protein (TSf) with 3 ul of ISPA as adjuvant. Control groups were immunized with phosphate buffered saline (PBS) solution, following the same protocol.[Ref5629:Gamba et al., 2021]",,"","","","Mice were challenged intraperitoneally with 900 or 1500 bloodstream trypomastigotes of Tulahuen strain, as indicated, 15 days after the last immunization.[Ref5629:Gamba et al., 2021]","",10,0,,"",,"6-8 weeks old",Female,
2536,39,6006,"Following exposure to LASV, neutralizing antibody levels increased in the LASV DNA-vaccinated NHP, peaking approximately 21 d post exposure, then declining slightly at the study end point. Initially, white blood cells (WBC) increased in the LASV DNA-vaccinated. Lymphocyte and monocyte populations increased rapidly after exposure in the LASV DNA-vaccinated NHP, stabilizing by day 21. Both hemoglobin and hematocrit increased before becoming stable in the LASV DNA-vaccinated NHP. Platelets increased in the LASV DNA-vaccinated NHP. [Ref5630:Cashman et al., 2017]",17,"","Cynomolgus macaques (NHP) were vaccinated by intradermal (ID) injection of the vaccine followed by ID-electroporation (EP). . Two separate studies were conducted to com- pare 3 or 2 vaccinations at 4-week intervals. [Ref5630:Cashman et al., 2017]",,"","To identify virus levels in the blood post-exposure, serum viremia was measured using a standard plaque assay as described. Neither serum viremia nor fever was observed in any of the LASV DNA-vaccinated NHP at any time-point. One NHP had one plaque present at the 1 Â£ 10Â¡1 dilution at day 6 which falls below the limit of quantitation for the assay and is considered a false positive. [Ref5630:Cashman et al., 2017]","",LASV Challenge,"All LASV-GPC DNA-vaccinated NHP, regardless of dose group, showed no signs of infection after exposure and survived to the study end point. Final morbidity scores were assigned at the study end point. A score of zero indicated the macaque was well; showing no outward signs of disease; whereas, a score of 10 indicated the NHP was severely ill and met euthanasia criteria. The LASV DNA-vaccinated NHP remained at zero on the morbidity scale for the duration of the study. [Ref5630:Cashman et al., 2017]",10,0,,"",,,,
2537,39,6007,"SIV-positive animals were classified as slow, median or rapid progressors based on their physical signs and SIV viral loads at set point, i.e. 3 months after infection. Seven of the 8 SIV/ML29 monkeys experienced a drop in SIV titers (median 20%) during the first week after ML29 inoculation, but those titers returned the following week. In both SIV-infected and non-infected controls, showed a decrease in percentage of circulating NK (CD16+) cells a week after vaccination (Figure 5A and B). The CD14+ (monocyte) population showed a modest increase in the SIV-infected group and a marked increase in the control group one week after ML29 vaccination.Anti-LASV IgG antibodies were detected by ELISA from weeks 1 to week 5 and then monthly until the time of death. All animals showed good titers of anti-Lassa IgG except for those 3 given ML29 by the i.g. route. Seven of the 8 SIV-infected vaccines had vigorous ML29-specific cell-mediated immunity by the first week after vaccination.

[Ref5632:Zapata et al., 2013]",17,"","Eight macaques were inoculated with an attenuated LASV vaccine ML-29, in order to determine whether they could still elicit LASV- specific immune responses without developing signs of arenavirus disease. Five of the 8 were given ML29 subcutaneously (s.c.) and 3 were given ML29 intragastrically (i.g.). [Ref5632:Zapata et al., 2013]",,"","","Two rapid-progressors were euthanized on days 34 and 63 and two median progressors were euthanized on days 57 and 105 after ML29 vaccination (Table 1, Figures 2 and 3). The first euthanized animal (SIV/ML- 3) had high SIV loads and wasted appearance prior to ML29 vaccination. This animal developed a barely- detectable ML29 viremia (103 pfu/ml of plasma) 3 weeks after vaccination. (This titer of 103 pfu ML29/ml is still below the >104 pfu/ml considered to be a disease sign related to poor prognosis in LHF). Transient ML29 viremia (80 pfu/ml of plasma) was also detected one week after vaccination in the second euthanized monkey (SIV/ML-1), and in a long-term surviving monkey (SIV/ ML-8 had 20 pfu/ml plasma) 3 weeks after vaccination. [Ref5632:Zapata et al., 2013]","93 days after infection with SIVmac251, eleven rhesus macaques were enrolled in this study. [Ref5632:Zapata et al., 2013]","",10,0,,"",,,,
2538,3,6009,"Humoral: pVAX1-C-Cp12-Cp21 nasal spray group had significantly higher level of IgG compared to pVAX1 vector group and PBS group (P < 0.01). The IgG level in the pVAX1-C-Cp12-Cp21 nasal spray group was also higher than that of pVAX1-Cp12, pVAX1-Cp21, and pVAX1-Cp12-Cp21 group but was not significant.
Cellular: The percentages of CD4+ T cells in pVAX1-C-Cp12-Cp21 nasal group were significantly higher than that in the groups treated with pVAX1 vector, PBS, pVAX1-Cp12, and pVAX1-Cp21 (P < 0.01). The percentages of CD8+ T cells in pVAX1-C-Cp12-Cp21 nasal spray group was significantly higher than that in the PBS group (P < 0.01). [Ref5634:Yu et al., 2010]",123,"BALB/c mice [Ref5634:Yu et al., 2010]","Two hundred mice were randomly divided into 10 groups. Mice in different groups were immunized at weeks 0, 3, and 5 with different schemes: 1) 100 Î¼g of pVAX1-CP12 musculature, 2) 100 Î¼g of pVAX1-CP21 musculature, 3) 100 Î¼g of pVAX1-CP12 nasal, 4) 100 Î¼g of pVAX1-CP21 nasal, 5) 100 Î¼g of pVAX1-CP12-CP21 musculature, 6) 100 Î¼g of pVAX1-C-CP12-CP21 musculature, 7) 100 Î¼g of pVAX1-CP12-CP21 nasal, 8) 100 Î¼g of pVAX1-C-CP12-CP21 nasal, 9) 100 Î¼g of pVAX1, 10) 0.1mL of PBS [Ref5634:Yu et al., 2010]",,"","Mice in pVAX1-Cp12-Cp21 and pVAX1-C-Cp12-Cp21 groups excreted less numbers of oocysts than that in other groups (P < 0.05). Mice in the pVAX1-C-Cp12-Cp21 nasal spray group have a 77.5% reduction in the level of oocysts shedding. [Ref5634:Yu et al., 2010]","","Each mouse was orally inoculated with 1 Ã— 10^6 C. parvum oocysts in 0.5 ml of water 2 weeks after the last immunization. [Ref5634:Yu et al., 2010]","",10,0,,"",,"5â€“7-week-old [Ref5634:Yu et al., 2010]",,
2539,3,6010,"The vaccine elicits a greater than 5-fold increase in Tc24-specific secreted IFNÎ³ compared to the Tc24 control. IgG2a, a mouse antibody isotype associated with a TH1-bias, is most robust in the vaccine compared to the controls, further validating the cytokine results. In comparison, both the Tc24+E6020-SE vaccine and the Tc24 control produce a robust IgG1 antibody response. These results indicate that the Tc24 recombinant protein is capable of producing an antigen-specific immune response, but that the E6020-SE adjuvant is necessary to induce a favorable TH1-biasing of the resulting immune response. [Ref5637:Barry et al., 2019]",118,BALB/c,"Mice were infected with T. cruzi and allowed to progress past the acute phase of disease, characterized by elevated parasitemia resolving by 40 days post-infection, before vaccination at 70 days post-infection with Tc24+E6020-SE or a sham vaccine. [Ref5637:Barry et al., 2019]",,"","","","","",10,0,,"",,,,
2540,2,6008,"",212,"","In this phase 2a, double-blind, placebo-controlled study, 180 adults aged â‰¥60 years received Ad26.RSV.preF plus Fluarix on day 1 and placebo on day 29, or placebo plus Fluarix on day 1 and Ad26.RSV.preF on day 29 (control).",,"","Reported systemic reactogenicity and those graded 3 were generally more frequent after dosing with Ad26.RSV.preF than with Fluarix alone. Systemic reactogenicity was also higher after vaccination with Ad26.RSV.preF alone and in combination with Fluarix in this study than after vaccination with Ad26.RSV.preF alone, as previously reported in study VAC18193RSV1003 for a similar age group. Ad26.RSVpreF was generally well tolerated and had an acceptable safety profile[Ref5639:Sadoff et al., 2021]","","[Ref5639:Sadoff et al., 2021] Adenoviral vectors adenovirus serotypes 26 and 35 (Ad26 and Ad35), expressing the nonstabilized form of the F protein of the RSV strain A2 induced strong RSV specific humoral and cellular immune responses in mice and were protective in the cotton rat challenge model. Ad26 vectors encoding the RSV F glycoprotein, the most immunogenic antigen in a RSV vaccine [24, 26, 28], have demonstrated high and durable RSV neutralizing antibody titers, a T-helper 1â€“type cellular immune response and protective immunity in an animal challenge model","",10,0,,"",,"60 years or older [Ref5639:Sadoff et al., 2021]",,""
2541,2,6011,"",212,"","he study included children â‰¥6 and <25 months of age who were healthy, had no current or past lung disease, and were RSV seronegative at screening [Ref5619:McFarland et al., 2020]",,"","[Ref5619:McFarland et al., 2020] When administered to RSV-naive 6â€“24 month-old infants and children, the RSV D46/NS2/N/Î”M2-2-HindIII candidate vaccine was well tolerated, was highly infectious (100% of participants had evidence of vaccine shedding and/or a serum RSV antibody response), and resulted in excellent induction of serum RSV-specific antibodies, including neutralizing antibodies.","During the 28 days after inoculation, mild upper respiratory tract and/or febrile events occurred in both vaccine and placebo recipients, with 76%. All respiratory symptoms in both groups were grade 1. Grade 2 fever occurred in 1 vaccinee and 1 placebo recipient. Of the 16 vaccinees with respiratory or febrile illness, illness was concurrent with vaccine alone detected in NW specimens in 12, vaccine plus rhinovirus in 2, vaccine plus rhinovirus and adenovirus in 1, and parainfluenza type 4 and no vaccine virus in 1. [Ref5619:McFarland et al., 2020]","","[Ref5619:McFarland et al., 2020]The D46/NS2/N/Î”M2-2-HindIII vaccine had excellent infectivity and generated robust neutralizing antibody and anti-RSV F protein IgG responses.",10,0,,"",,"[Ref5619:McFarland et al., 2020] Children greater than 6 months and less than 25 months of age.","[Ref5619:McFarland et al., 2020] Male and Female",
2542,3,6012,"Cellular: splenocytes from mice vaccinated with pVAX15â€“23 expressed significant INF-Î³ levels in response of both antigens. IFN-Î³ expression was significantly boosted by co-administration of pMEM12R, inducting Th1 type immune response. [Ref5641:Wang et al., 2010]
Humoral: Splenocytes from vaccinated mice exhibited a strong lymphoproliferation responses 2 and 10 weeks after the final immunization, revealing sustained response of to stimulating proteins on the term of time. Stimulation of splenocytes derived from mice immunized 10 weeks before cell harvest showed significant (p < 0.01) pVAX15â€“23-specific proliferative response in vitro culture. pVAX15â€“23-DNA vaccine could induce a more sustained cellular immune response than pVAX15 and pVAX23. [Ref5641:Wang et al., 2010]",123,"C57BL/6 interleukin-12p40 (IL-12p40) knockout (KO) mice [Ref5641:Wang et al., 2010]","Each mouse was vaccinated with with 100 Î¼g of multivalent (pVAX-15â€“23) or single gene (pVAX-15 or pVAX-23) DNA vaccine alone or plus pMEM12R or in TBE on days 0, 14, and 28. Non-recombinant pVAX-1 plasmid was used as negative control. [Ref5641:Wang et al., 2010]",,"","The pattern of oocysts shedding was similar in all experimental groups: shedding peak on day 10-12 post challenge and steady decline with the time course. DNA vaccination mitigated the intensity of the infection with significant decrease for mice in pVAX-15-23 group. Mice injected pVAX-15-23 and pMEM12R resolved the infection earlier than other groups. [Ref5641:Wang et al., 2010]","","Mice were orally challenged with a single dose of 1 Ã— 10^5 C. parvum oocysts in 200 Î¼L of 0.15 M phosphate-buffered saline (PBS, pH 7.2) 2 weeks after the last immunization. [Ref5641:Wang et al., 2010]","",10,0,,"",,"six-to-eight-week-old [Ref5641:Wang et al., 2010]","female [Ref5641:Wang et al., 2010]",
2543,7,6013,"We analyzed endpoint NAbs titers by LASV GPC pseudotyped ppVSV (Fig. 6e). The NAb response was highly variable across groups, being present in both survivors and succumbed animals with no significant difference between them (p = 0.18). These data indicated that either NAbs play a minor role in survival or, in the case of the succumbed animals, develop too late in the infection to play a significant role.
The absence of NAbs against LASV across survivors led us to investigate correlates of protection in surviving guinea pigs by analyzing total IgG levels against LASV GPC in both pre- challenge and post-challenge serum (Figs 6f, g). As shown in Fig. 6f, the groups that were protected against challenge, rVSV- GPC and LASSARAB+GLA-SE (3), had significantly higher titers of LASV GPC specific IgG (p=0.0001 and p<0.0001, respec- tively) in the pre-challenge sera when compared to RabAvert group. When post-challenge terminal sera were assayed (Fig. 6g), concentrations of LASV GPC-specific IgG were significantly higher in survivors compared to animals that succumbed (p < 0.0001). Overall, our data suggest that, in both prior and post- exposure to LASV, higher levels of non-neutralizing LASV GPC- specific IgGs correlate with protection. [Ref5633:Abreu-Mota et al., 2018]",17,"","Six groups of ten Hartley guinea pigs were used (Fig. 6a): three groups were
immunized with inactivated LASSARAB+GLA-SE particles once (1), twice (2), or three times (3); two groups were immunized with replication competent LASSARAB (rc-LASSARAB) or rVSV-GPC; and one group received RabAvert. [Ref5633:Abreu-Mota et al., 2018]",,"","Significant protection was observed for animals immunized three times with LAS- SARAB+GLA-SE (p = 0.0019) or replication competent rVSV- GPC (p = 0.0008). Guinea pigs inoculated with rc-LASSARAB or immunized once or twice with LASSARAB+GLA-SE showed no significant protection but a trend toward it. Interestingly, remarkably different clinical signs were observed in the two groups that were protected against LASV exposure. [Ref5633:Abreu-Mota et al., 2018]","While all animals in rVSV-GPC vac- cinated group had an onset of clinical signs by day 12, all but two of the LASSARAB+GLA-SE immunized animals were free of clinical signs of disease. Curiously, in endpoint qPCR LASV RNA viremia analysis, ~ 20% of surviving animals across all groups (except rc-LASSARAB and RabAvert) had an average of 105 LASV RNA copies per ml, indicating that despite being protected, some viremia was still present. [Ref5633:Abreu-Mota et al., 2018]","All groups were challenged 58 days after the primary immunization with 104 pfu of the guinea pig-adapted LASV Josiah strain. [Ref5633:Abreu-Mota et al., 2018]","",0,0,,"",,,,
2544,7,6014,"",17,"","Within this model, mice immunized with rLCMV/CD can be subsequently exposed to a lethal challenge with rLCMV/WT (103 FFU, i.c.) to assess the protective efficacy of rLCMV/CD as candidate LAV.",,"",All mice vaccinated with rLCMV/CD were fully protected against the lethal challenge with rLCMV/WT and remained free of clinical symptoms throughout the duration of the experiment (12 days).,"","","",0,0,,"",,,,
2545,2,6015,"",212,"","[Ref5644:Karron et al., 2020] Children were given a dose of 10^6 PFU and in RSV-seronegative children at a dose of 10^5 or 10^6 PFU (Figure 1). Children were randomized 2:1 to receive vaccine or placebo, administered as nose drops",,"","The vaccination showed statistically significant differences in log-fold plaque reduction neutralization antibody titers and the presence of 4-fold increase in RSV F IgG response in both seropositive and seronegative responses. However, 16/20 seropositive and 17/20 seronegative children in the placebo group did have RSV neutralizing antibody responses occured in 16 of 20 and F IgG responses in 17 of 20 RSV-seronegative children who received 106 PFU . For recipients of 105 andÂ  106 PFU, the mean postvaccination PRNT wasÂ  1:37 and 1:64, respectively. [Ref5644:Karron et al., 2020]","[Ref5644:Karron et al., 2020]In RSV-seropositive participants, URI was observed in 2 and cough was observed in 1 of 10 vaccinees during the 28-day postimmunization reporting period (Table 1); in each case, rhinovirus was detected in NW samples at the time of illness. None of the vaccinees shed vaccine virus, indicative of attenuation.","","",10,0,,"",,"12-59 months",Male and female,
